gram_key,brand name,description,corrected spelling,food_type,gram_type,tag1,tag2,tag3,tag4,tag5,tag6,tag7,tag1_list,tag2_list,tag3_list,tag4_list,tag5_list
egg sausage burrito,,egg sausage burrito,burrito with egg and sausage,f,3.0,"protein, dairy, grain","pork, egg, wheat",,"high salt, saturated fat ",,incomplete,3,"['protein', 'dairy', 'grain']","['pork', 'egg', 'wheat']",,"['high salt', 'saturated fat ']",
egg scramble,,egg scramble,,f,2.0,protein,egg,,,,incomplete,3,['protein'],['egg'],,,
egg toast,,toast with egg,toast with egg,f,2.0,"grain, protein","wheat, egg",,"saturated fat, high sodium",,incomplete,3,"['grain', 'protein']","['wheat', 'egg']",,"['saturated fat', 'high sodium']",
egg white,,egg whites,egg whites,f,2.0,protein,egg,,,,complete,1,['protein'],['egg'],,,
egg yolk,,egg yolk,,f,2.0,protein,egg,,,,complete,1,['protein'],['egg'],,,
eggnog,,eggnog,,b,1.0,dairy,"milk, creamer, egg",,"added sugar, saturated fat",,complete,4,['dairy'],"['milk', 'creamer', 'egg']",,"['added sugar', 'saturated fat']",
eggo,eggo,waffles,,f,1.0,grain,wheat,,highly processed,,complete,4,['grain'],['wheat'],,['highly processed'],
eggplant,,eggplant,,f,1.0,vegetable,other vegetable,,,,complete,,['vegetable'],['other vegetable'],,,
eggs benedict,,"bread, bacon, egg",,f,2.0,"grain, protein","wheat, egg, pork",,"high sodium, saturated fat",,,,"['grain', 'protein']","['wheat', 'egg', 'pork']",,"['high sodium', 'saturated fat']",
eight,,,,stopword,1.0,,,,,,,,,,,,
eighth,,,,modifier,1.0,,,,,,,,,,,,
einkorn,,wheat,,f,1.0,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
elbow,,,,stopword,1.0,,,,,,,,,,,,
elderflower,,,,modifier,1.0,,,,,,,,,,,,
elderflower cordial,,elderflower lemonade that could have alcohol,,b,2.0,juice/smoothie,fruit,,added sugar,,incomplete,4,['juice/smoothie'],['fruit'],,['added sugar'],
electrolyte,,,,stopword,1.0,,,,electrolytes,,vague,,,,,['electrolytes'],
elixir,elixir,,,modifier,1.0,,,,,,,,,,,,
elk,,elk meat,,f,1.0,protein,red meat,elk,,,complete,,['protein'],['red meat'],['elk'],,
emmental,,emmental,,modifier,1.0,f,dairy,cheese,saturated fat,,complete,,['f'],['dairy'],['cheese'],['saturated fat'],
emmentaler,,type of cheese,,f,1.0,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
emmer,,wheat,,f,1.0,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
empanada,,baked or fried turnover,,f,1.0,"grain, protein",wheat,,fried,,,,"['grain', 'protein']",['wheat'],,['fried'],
enchilada,,enchilada,,f,1.0,"grain, protein",wheat,,,,incomplete,,"['grain', 'protein']",['wheat'],,,
end eating window,,,,stopword,3.0,,,,,,,,,,,,
endive,,,,f,1.0,,,,,,,,,,,,
energy ball,,"snacks, sweet",,f,2.0,"dessert/sweet treat, nut, grain","chocolate, oat",,"added sugar, unsaturated fat",,,,"['dessert/sweet treat', 'nut', 'grain']","['chocolate', 'oat']",,"['added sugar', 'unsaturated fat']",
energy bar,,energy bar,energy bar,f,2.0,,,,,,vague,4,,,,,
energy drink,,energy drink,,b,2.0,energy drink,,,"caffeine, added sugar",,complete,4,['energy drink'],,,"['caffeine', 'added sugar']",
energy gel,,,,f,2.0,,,,,,,,,,,,
england,,,,modifier,1.0,,,,,,,,,,,,
english,,,,modifier,1.0,,,,,,,,,,,,
english breakfast tea,,english breakfast tea,,b,3.0,tea,black,,caffeine,,complete,1,['tea'],['black'],,['caffeine'],
english muffin,,english muffin,,f,2.0,grain,wheat,,high sodium,,complete,4,['grain'],['wheat'],,['high sodium'],
enhancer,,,,modifier,1.0,,,,,,,,,,,,
enlightened,,,,stopword,1.0,,,,,,,,,,,,
enoki,,enoki,,f,1.0,vegetable,mushroom,,,,complete,1,['vegetable'],['mushroom'],,,
enoki mushroom,,,,f,2.0,,,,,,,,,,,,
ensure,ensure,nutrition drinks and shakes,,b,1.0,,,,,,vague,4,,,,,
ensure max protein,,,,b,3.0,,,,,,,,,,,,
entrecote,,entrecote,,f,1.0,protein,red meat,beef,saturated fat,,complete,3,['protein'],['red meat'],['beef'],['saturated fat'],
entree,,,,stopword,1.0,,,,,,,,,,,,
entry,,,,stopword,1.0,,,,,,,,,,,,
enzyme,,,,stopword,1.0,,,,,,,,,,,,
epic bar,,,,f,2.0,,,,,,,,,,,,
error,,,,stopword,1.0,,,,,,,,,,,,
erythritol,,sugar alcohol?,,b,1.0,other,artificial sweetener,,,,incomplete,4,['other'],['artificial sweetener'],,,
escarole,,escarole,,f,1.0,vegetable,green,,,,complete,1,['vegetable'],['green'],,,
espresso,,espresso,,b,1.0,coffee,,,caffeine,,complete,,['coffee'],,,['caffeine'],
espresso coffee,,,,b,2.0,coffee,,,,,,,['coffee'],,,,
espresso macchiato,,,,b,2.0,coffee,,,caffeine,,,,['coffee'],,,['caffeine'],
essence,,,,stopword,1.0,,,,,,,,,,,,
essential,,,,stopword,1.0,,,,,,,,,,,,
etc,,,,stopword,1.0,,,,,,,,,,,,
ethiopian,,,,modifier,1.0,,,,,,,,,,,,
euphoria,,,,stopword,1.0,,,,,,,,,,,,
evaporated,,,,modifier,1.0,,,,,,,,,,,,
evening,,,,modifier,1.0,,,,,,,,,,,,
everything,,,,modifier,1.0,,,,,,,,,,,,
evian,evian,water,,w,1.0,,,,,,,,,,,,
evil,,,,stopword,1.0,,,,,,,,,,,,
evol,evol,frozen meal,,modifier,1.0,,,,,,,,,,,,
evoo,,extra virgin olive oil,olive oil,f,1.0,other,oil,,unsaturated fat,,,,['other'],['oil'],,['unsaturated fat'],
extra,,,,modifier,1.0,,,,,,,,,,,,
extra large,,,,modifier,2.0,,,,,,,,,,,,
extra virgin olive oil,,extra virgin olive oil,,f,4.0,other,oil,,saturated fat,,complete,2,['other'],['oil'],,['saturated fat'],
extract,,,,modifier,1.0,,,,,,,,,,,,
eye round roast,,,,f,3.0,,,,,,,,,,,,
ezekial,,,,modifier,1.0,,,,,,,,,,,,
ezekiel bread,ezekiel,sprouted whole grain bread,,f,2.0,grain,whole grain,,,,complete,3,['grain'],['whole grain'],,,
f,,,,stopword,1.0,,,,,,,,,,,,
fage total,fage,greek yogurt,,f,2.0,dairy,yogurt,,,,complete,1,['dairy'],['yogurt'],,,
fairlife,fairlife,,,modifier,1.0,,,,,,,,,,,,
fairlife,fairlife,brand of milk,fairlife milk,b,1.0,dairy,milk,,,,complete,v,['dairy'],['milk'],,,
fajita,,fajita,,f,1.0,"protein, vegetable",,,,,complete,,"['protein', 'vegetable']",,,,
falafel,,falafel,,f,1.0,protein,legume,bean,fried,,complete,,['protein'],['legume'],['bean'],['fried'],
famotidine,famotidine,,,,1.0,prescription,"gerd, heartburn",,,histamine 2 receptor antagonist,,,['prescription'],"['gerd', 'heartburn']",,,['histamine 2 receptor antagonist']
fancy,,,,stopword,1.0,,,,,,,,,,,,
fanta,fanta,soda,,b,1.0,soda,,,added sugar,,complete,4,['soda'],,,['added sugar'],
farina,,milled wheat,,f,1.0,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
farm,,,,stopword,1.0,,,,,,,,,,,,
farmer,,,,stopword,1.0,,,,,,,,,,,,
farofa,,brazilian dish with cassava flour,,f,1.0,"vegetable, dessert/sweet treat",cassava,,,,complete,3,"['vegetable', 'dessert/sweet treat']",['cassava'],,,
farro,,grain,,f,1.0,grain,wheat,,,,,,['grain'],['wheat'],,,
fast,,,,stopword,1.0,,,,,,,,,,,,
fasting,,,,stopword,1.0,,,,,,,,,,,,
fasting,,,,modifier,1.0,,,,,,,,,,,,
fat bomb,,keto sweet snack,,f,2.0,"dessert/sweet treat, nut",oil,,,,vague,4,"['dessert/sweet treat', 'nut']",['oil'],,,
fat burner,,,,modifier,2.0,,,,,,,,,,,,
fat coffee,,,,b,2.0,"coffee, dairy",butter,,"additive, caffeine, saturated fat",,complete,3,"['coffee', 'dairy']",['butter'],,"['additive', 'caffeine', 'saturated fat']",
fat free,,,,modifier,2.0,,,,,,,,,,,,
fathead,,,,modifier,1.0,,,,,,,,,,,,
fattoush,,fattoush salad,,f,1.0,"grain, vegetable, fruit",wheat,,,,complete,3,"['grain', 'vegetable', 'fruit']",['wheat'],,,
fatty,,,,modifier,1.0,,,,,,,,,,,,
faux,,,,stopword,1.0,,,,,,,,,,,,
fc,,,,stopword,1.0,,,,,,,,,,,,
feast,,,,stopword,1.0,,,,,,,,,,,,
feijoa,,feijoa,,f,1.0,fruit,,,,,complete,1,['fruit'],,,,
fennel,,fennel seed,fennel seed,f,1.0,seed,fennel seed,,,,complete,,['seed'],['fennel seed'],,,
fennel tea,,,,b,2.0,tea,herbal,,,,,,['tea'],['herbal'],,,
fenugreek,,fenugreek,,f,1.0,other,plant,,,,complete,1,['other'],['plant'],,,
fenugreek leaf,,fenugreek leaf,,f,2.0,other,herb,,,,complete,1,['other'],['herb'],,,
fermented,,,,modifier,1.0,,,,,,,,,,,,
fermented soy,,fermented soy,,f,2.0,protein,legume,bean,fermented,,incomplete,3,['protein'],['legume'],['bean'],['fermented'],
ferrero rocher,ferrero rocher,chocolate,,f,2.0,dessert/sweet treat,chocolate,,"highly processed, added sugar",,complete,4,['dessert/sweet treat'],['chocolate'],,"['highly processed', 'added sugar']",
feta,,feta,,f,1.0,dairy,cheese,,saturated fat,,complete,,['dairy'],['cheese'],,['saturated fat'],
feta cheese,,feta cheese,,f,2.0,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
fettuccine,,fettuccine,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
fettuccine alfredo,,,,f,2.0,,,,,,,,,,,,
fiber one bar,,,,f,3.0,grain,whole grain,,,bars,,,['grain'],['whole grain'],,,['bars']
fiesta,,,,stopword,1.0,,,,,,,,,,,,
fig,,fig,,f,1.0,other,flower,,,,complete,,['other'],['flower'],,,
fig bar,,fig bar,,f,2.0,"grain, fruit",,,added sugar,bars,incomplete,4,"['grain', 'fruit']",,,['added sugar'],['bars']
fig newton,,,,f,2.0,,,,,,,,,,,,
fiji,fiji,water,,w,1.0,,,,,,,,,,,,
fika,,,,f,1.0,,,,,,,,,,,,
filet,,,,f,1.0,,,,,,vague,,,,,,
filet mignon,,beef,,f,2.0,protein,beef,,saturated fat,,,,['protein'],['beef'],,['saturated fat'],
filipino,,,,modifier,1.0,,,,,,,,,,,,
fill,,,,stopword,1.0,,,,,,,,,,,,
filled,,,,modifier,1.0,,,,,,,,,,,,
fillet,,,,f,1.0,,,,,,vague,,,,,,
filling,,,,modifier,1.0,,,,,,,,,,,,
filo,,unleavened dough,,f,1.0,grain,wheat,,,,incomplete,3,['grain'],['wheat'],,,
filter,,,,stopword,1.0,,,,,,,,,,,,
filtered,,,,modifier,1.0,,,,,,,,,,,,
fingerling,,fingerling,,f,1.0,vegetable,potato,,,,complete,1,['vegetable'],['potato'],,,
finnish squeaky,,finnish fresh cheese,,f,2.0,dairy,cheese,,,,incomplete,3,['dairy'],['cheese'],,,
fire,,,,stopword,1.0,,,,,,,,,,,,
fireball,fireball,whiskey,,b,1.0,alcohol,liquor,straight,,,complete,4,['alcohol'],['liquor'],['straight'],,
firehouse,firehouse,,,modifier,1.0,,,,,,,,,,,,
firm,,,,modifier,1.0,,,,,,,,,,,,
first,,,,stopword,1.0,,,,,,,,,,,,
fish,,fish,,f,1.0,protein,seafood,fish,,,complete,,['protein'],['seafood'],['fish'],,
fish burrito,,fish burrito,,f,2.0,"grain, protein","wheat, seafood",fish,high sodium,,incomplete,3,"['grain', 'protein']","['wheat', 'seafood']",['fish'],['high sodium'],
fish chip,,fish and chip,fish and chip,f,2.0,"protein, grain, vegetable","seafood, wheat, root",fish,"saturated fat, fried, high sodium ",,incomplete,4,"['protein', 'grain', 'vegetable']","['seafood', 'wheat', 'root']",['fish'],"['saturated fat', 'fried', 'high sodium ']",
fish finger,,fish,,f,2.0,protein,seafood,fish,"saturated fat, fried",,,,['protein'],['seafood'],['fish'],"['saturated fat', 'fried']",
fish pie,,,,f,2.0,"grain, protein, dairy, vegetable","wheat, seafood, butter, root",,saturated fat,,,,"['grain', 'protein', 'dairy', 'vegetable']","['wheat', 'seafood', 'butter', 'root']",,['saturated fat'],
fish soup,,,,f,2.0,"other, protein","soup, seafood",,high sodium,,,,"['other', 'protein']","['soup', 'seafood']",,['high sodium'],
fish taco,,fish taco,,f,2.0,"grain, protein","corn, seafood",fish,high sodium,,incomplete,3,"['grain', 'protein']","['corn', 'seafood']",['fish'],['high sodium'],
fishcake,,fishcake,,f,1.0,"grain, protein","wheat, seafood",,fried,,incomplete,4,"['grain', 'protein']","['wheat', 'seafood']",,['fried'],
fit,,,,stopword,1.0,,,,,,,,,,,,
five guy,five guys,,,modifier,2.0,,,,,,,,,,,,
fizz,,,,b,1.0,,,,,,,,,,,,
fizz water,,,,w,2.0,,,,,,,,,,,,
fizzy,,,,modifier,1.0,,,,,,,,,,,,
fl,,,,modifier,1.0,unit,,,,,,,['unit'],,,,
fl ozs,,,,stopword,2.0,,,,,,,,,,,,
flackers,flackers,organic flaxseed crackers,,f,1.0,seed,,,"gluten-free, organic",,complete,4,['seed'],,,"['gluten-free', 'organic']",
flaked,,,,modifier,1.0,,,,,,,,,,,,
flame,,,,modifier,1.0,,,,,,,,,,,,
flan,,"desert,dairy, egg",,f,1.0,"dairy, protein, other","milk, sugar, egg",,"added sugar, saturated fat",,,,"['dairy', 'protein', 'other']","['milk', 'sugar', 'egg']",,"['added sugar', 'saturated fat']",
flank steak,,beef,,f,2.0,protein,red meat,beef,saturated fat,,,,['protein'],['red meat'],['beef'],['saturated fat'],
flapjack,,pancakes,flapjacks,f,1.0,grain,wheat,,"added sugar, saturated fat ",,complete,,['grain'],['wheat'],,"['added sugar', 'saturated fat ']",
flask refill,,,,stopword,2.0,,,,,,,,,,,,
flat,,,,modifier,1.0,,,,,,,,,,,,
flat white,,flat white (coffee),flat white,b,2.0,"dairy, coffee",milk,,"caffeine, saturated fat",,complete,1,"['dairy', 'coffee']",['milk'],,"['caffeine', 'saturated fat']",
flat white coffee,,coffee with milk,,b,3.0,"coffee, dairy",milk,,saturated fat,,complete,1,"['coffee', 'dairy']",['milk'],,['saturated fat'],
flatbread,,flatbread,,f,1.0,grain,wheat,,saturated fat,,complete,,['grain'],['wheat'],,['saturated fat'],
flavor,,,,stopword,1.0,,,,,,,,,,,,
flavored,,,,modifier,1.0,,,,,,,,,,,,
flavoring,,,,modifier,1.0,,,,,,,,,,,,
flavour,,,,stopword,1.0,,,,,,,,,,,,
flavour,,,,modifier,1.0,,,,,,,,,,,,
flavoured,,,,modifier,1.0,,,,,,,,,,,,
flax,,,flax seed,f,1.0,seed,flax seed,,,,,,['seed'],['flax seed'],,,
flax meal,,,,f,2.0,seed,flax,,,,,,['seed'],['flax'],,,
flax milk,,"plant-based milk, dairy free",,b,2.0,dairy alternative,flax seed,,,,,,['dairy alternative'],['flax seed'],,,
flaxmeal,,ground flax seed,flax seed,f,1.0,seed,flax seed,,,,complete,1,['seed'],['flax seed'],,,
flip,,,,stopword,1.0,,,,,,,,,,,,
float,,,,stopword,1.0,,,,,,,,,,,,
florentine,,,,modifier,1.0,,,,,,,,,,,,
floret,,,,modifier,1.0,,,,,,,,,,,,
florida,,,,stopword,1.0,,,,,,,,,,,,
florida crystal demerara sugar,,type of sugar,florida crystal demerara sugar,f,4.0,other,,,added sugar,,complete,2,['other'],,,['added sugar'],
flounder,,,,modifier,1.0,,,,,,,,,,,,
flour,,flour,,f,1.0,grain,wheat,,,,complete,,['grain'],['wheat'],,,
flour tortilla,,flour tortilla,flour tortilla,f,2.0,grain,wheat,,,,complete,4,['grain'],['wheat'],,,
flourless,,,,modifier,1.0,,,,,,,,,,,,
flu,,,,modifier,1.0,,,,,,,,,,,,
focaccia,,flat italian bread,focaccia,f,1.0,grain,baked good,,,,complete,3,['grain'],['baked good'],,,
fodmap,,,,modifier,1.0,,,,,,,,,,,,
fondant,,icing,,f,1.0,other,"sugar, shortening",,added sugar,,complete,4,['other'],"['sugar', 'shortening']",,['added sugar'],
food,,,,stopword,1.0,,,,,,,,,,,,
foodporn,,,,stopword,1.0,,,,,,,,,,,,
forager,forager,,,modifier,1.0,,,,,,,,,,,,
fork,,,,stopword,1.0,,,,,,,,,,,,
formula,,,,f,1.0,,,,,,,,,,,,
fortune,,,,modifier,1.0,,,,,,,,,,,,
fountain,,,,stopword,1.0,,,,,,,,,,,,
four sigmatic,four sigmatic,,,modifier,2.0,,,,,,,,,,,,
frango,,,,f,1.0,,,,,,,,,,,,
frankfurter,,sausage made of pork and beef,,f,1.0,protein,"red meat, pork",beef,"saturated fat, high sodium, highly processed",,complete,4,['protein'],"['red meat', 'pork']",['beef'],"['saturated fat', 'high sodium', 'highly processed']",
franks red hot,,,,f,3.0,,,,,,,,,,,,
franks red hot hot sauce,,,,f,5.0,,,,,,,,,,,,
frappuccino,,sweetened blended iced coffee,,b,1.0,"coffee, dairy",cream,,"caffine, added sugar, saturated fat",,complete,4,"['coffee', 'dairy']",['cream'],,"['caffine', 'added sugar', 'saturated fat']",
free,,,,modifier,1.0,,,,,,,,,,,,
free range,,,,modifier,2.0,,,,,,,,,,,,
freeze,,,,modifier,1.0,,,,,,,,,,,,
french,,,,modifier,1.0,,,,,,,,,,,,
french bread,,french bread,,f,2.0,grain,wheat,,,,complete,3,['grain'],['wheat'],,,
french fries,,,,f,2.0,,,,,,,,,,,,
french fry,,french fry,,f,2.0,vegetable,root,,,"high sodium, fried",complete,4,['vegetable'],['root'],,,"['high sodium', 'fried']"
french toast,,french toast,,f,2.0,"grain, dairy","wheat, egg, milk",,saturated fat,,complete,3,"['grain', 'dairy']","['wheat', 'egg', 'milk']",,['saturated fat'],
fresca,,,,b,1.0,,,,,,,,,,,,
fresco,,,,modifier,1.0,,,,,,,,,,,,
fresh,,,,modifier,1.0,,,,,,,,,,,,
freshly,,,,modifier,1.0,,,,,,,,,,,,
freshly squeezed,,,,modifier,2.0,,,,,,,,,,,,
fridge,,,,stopword,1.0,,,,,,,,,,,,
fried,,,,modifier,1.0,,,,,,,,,,,,
fried chicken,,fried chicken,,f,2.0,protein,poultry,chicken,"saturated fat, high sodium, fried",,complete,3,['protein'],['poultry'],['chicken'],"['saturated fat', 'high sodium', 'fried']",
fried egg,,fried egg,,f,2.0,protein,egg,,,,complete,3,['protein'],['egg'],,,
fried fish,,fried fish,,f,2.0,protein,seafood,fish,"saturated fat, fried",,complete,3,['protein'],['seafood'],['fish'],"['saturated fat', 'fried']",
fried potato,,fried potato,,f,2.0,vegetable,,,"saturated fat, fried",,complete,3,['vegetable'],,,"['saturated fat', 'fried']",
fried rice,,fried rice,,f,2.0,"grain, protein","rice, egg",,high sodium,,incomplete,3,"['grain', 'protein']","['rice', 'egg']",,['high sodium'],
friend,,,,stopword,1.0,,,,,,,,,,,,
fries,,fries,fries,f,1.0,vegetable,,,"saturated fat, highly processed, high sodium, fried",,complete,4,['vegetable'],,,"['saturated fat', 'highly processed', 'high sodium', 'fried']",
fritata,,frittata,frittata,f,1.0,"protein, dairy, vegetable",egg,,saturated fat,,complete,3,"['protein', 'dairy', 'vegetable']",['egg'],,['saturated fat'],
frites,,fries,fries,f,1.0,vegetable,potato,,"highly processed, saturated fat",,complete,4,['vegetable'],['potato'],,"['highly processed', 'saturated fat']",
frito,frito-lay,corn chips,,f,1.0,grain,corn,,highly processed,,complete,4,['grain'],['corn'],,['highly processed'],
fritos,,fritos chips,fritos chips,f,1.0,grain,corn,,"fried, highly processed, saturated fat ",,complete,,['grain'],['corn'],,"['fried', 'highly processed', 'saturated fat ']",
fritter,,fritter,fritter,f,1.0,grain,,,,,vague,,['grain'],,,,
friway glow,,supplement powder,,b,2.0,other,plant based supplement,,,,complete,4,['other'],['plant based supplement'],,,
fromage,,cheese,,f,1.0,dairy,cheese,,saturated fat,,complete,3,['dairy'],['cheese'],,['saturated fat'],
froot loop,kellogg's,cereal,froot loops,f,2.0,grain,cereal grain,,"added sugar, highly processed",,complete,4,['grain'],['cereal grain'],,"['added sugar', 'highly processed']",
frooze ball,frooze balls,vegan energy snack,,f,2.0,"fruit, nut, seed",,,,,complete,4,"['fruit', 'nut', 'seed']",,,,
frosted,,,,modifier,1.0,,,,,,,,,,,,
frosted flake,,,,f,2.0,,,,,,,,,,,,
frosted mini wheat,,,,f,3.0,grain,wheat,,,,,,['grain'],['wheat'],,,
frosty,,,,modifier,1.0,,,,,,,,,,,,
froyo,,frozen yogurt,frozen yogurt,f,1.0,dairy,yogurt,,fermented,,complete,4,['dairy'],['yogurt'],,['fermented'],
frozen,,,,modifier,1.0,,,,,,,,,,,,
frozen yogurt,,frozen yogurt,,f,2.0,dairy,yogurt,,"added sugar, fermented",,complete,4,['dairy'],['yogurt'],,"['added sugar', 'fermented']",
fruit,,fruit,,f,1.0,fruit,,,,,incomplete,,['fruit'],,,,
fruit bowl,,fruit bowl,,f,2.0,fruit,,,,,complete,1,['fruit'],,,,
fruit cordial,,,,b,2.0,,,,,,,,,,,,
fruit juice,,fruit juice,,b,2.0,juice/smoothie,fruit,,,,complete,1,['juice/smoothie'],['fruit'],,,
fruit nut bar,,,,f,3.0,dessert/sweet treat,,,,,,,['dessert/sweet treat'],,,,
fruit rollup,,,,f,2.0,,,,,,,,,,,,
fruit salad,,fruit salad,,f,2.0,fruit,,,,,complete,1,['fruit'],,,,
fruit smoothie,,fruit smoothie,,b,2.0,juice/smoothie,fruit,,,,incomplete,1,['juice/smoothie'],['fruit'],,,
fruit snack,,,,f,2.0,dessert/sweet treat,candy,,,,,,['dessert/sweet treat'],['candy'],,,
fruit spinach shake,,fruit and spinach shake,fruit and spinach shake,b,3.0,juice/smoothie,fruit & vegetable,,,,incomplete,1,['juice/smoothie'],['fruit & vegetable'],,,
fruit tea,,fruit tea,,b,2.0,tea,herbal,,,,complete,1,['tea'],['herbal'],,,
fruit vegetable smoothie,,fruit veggie smoothie,,b,3.0,juice/smoothie,fruit & vegetable,,,,incomplete,1,['juice/smoothie'],['fruit & vegetable'],,,
fruit yogurt,,fruit yogurt,,f,2.0,"dairy, fruit",yogurt,,fermented,,complete,3,"['dairy', 'fruit']",['yogurt'],,['fermented'],
fruit yogurt granola,,yogurt with fruit and granola,yogurt with fruit and granola,f,3.0,"dairy, fruit, grain","yogurt, oat",,fermented,,incomplete,3,"['dairy', 'fruit', 'grain']","['yogurt', 'oat']",,['fermented'],
fruit yogurt granola bowl,,yogurt with fruit and granola,yogurt with fruit and granola,f,4.0,"dairy, fruit, grain","yogurt, oat",,fermented,,incomplete,3,"['dairy', 'fruit', 'grain']","['yogurt', 'oat']",,['fermented'],
fruit yogurt smoothie,,yogurt and fruit smoothie,yogurt and fruit smoothie,b,3.0,"juice/smoothie, dairy","fruit, yogurt",,fermented,,vague,1,"['juice/smoothie', 'dairy']","['fruit', 'yogurt']",,['fermented'],
fruitcake,,"cake with fruit, nuts, and spices",,f,1.0,"grain, fruit, nut, dessert/sweet treat",wheat,,"saturated fat, unsaturated fat",,complete,4,"['grain', 'fruit', 'nut', 'dessert/sweet treat']",['wheat'],,"['saturated fat', 'unsaturated fat']",
fruity,,,,modifier,1.0,,,,,,,,,,,,
frukost,,breakfast?,breakfast,f,1.0,,,,,,,,,,,,
frutos secos,,nuts,nuts,f,2.0,nut,,,,,incomplete,1,['nut'],,,,
fry,,fry,,f,1.0,vegetable,,,"fried, saturated fat, high sodium",,complete,,['vegetable'],,,"['fried', 'saturated fat', 'high sodium']",
fudge,,fudge,,f,1.0,dessert/sweet treat,"chocolate, baked goods",,,,,,['dessert/sweet treat'],"['chocolate', 'baked goods']",,,
fuji,,,,modifier,1.0,,,,,,,,,,,,
fuji apple,,,,f,2.0,,,,,,,,,,,,
full,,,,modifier,1.0,,,,,,,,,,,,
full fat,,,,modifier,2.0,,,,,,,,,,,,
fullkorn,,whole grain,,f,1.0,grain,,,,,incomplete,1,['grain'],,,,
fungus,,,,stopword,1.0,,,,,,,,,,,,
funyuns,funyuns,onion-flavored corn snack,,f,1.0,grain,corn,,"high sodium, highly processed",,complete,4,['grain'],['corn'],,"['high sodium', 'highly processed']",
furikake,,"sesame seeds, nori, salt, sugar",,f,1.0,"seed, vegetable",,,dried,,complete,3,"['seed', 'vegetable']",,,['dried'],
fusilli,,type of pasta,,f,1.0,grain,wheat,,,,complete,1,['grain'],['wheat'],,,
fuyu,,type of persimmon,,f,1.0,fruit,berry,,,,complete,1,['fruit'],['berry'],,,
g,,,,modifier,1.0,,,,,,,,,,,,
gainz,,,,stopword,1.0,,,,,,,,,,,,
gala,,,,modifier,1.0,,,,,,,,,,,,
galette,,flat round pastry or bread,,f,1.0,grain,wheat,,,,complete,4,['grain'],['wheat'],,,
gallon,,,,modifier,1.0,,,,,,,,,,,,
gammon,,,,f,1.0,,,,,,,,,,,,
ganache,,glaze made from chocolate and cream,,f,1.0,dessert/sweet treat,chocolate,,"saturated fat, added sugar",,complete,4,['dessert/sweet treat'],['chocolate'],,"['saturated fat', 'added sugar']",
garam,,,garam masala,modifier,1.0,,,,,,,,,,,,
garbanzo,,garbanzo,,f,1.0,protein,legume,bean,,,complete,,['protein'],['legume'],['bean'],,
